example,post,target,requested_tokens,available_control_tokens,removed_tokens,shortfall_tokens,exact_match,seed
624,1,Harris,4,35,4,0,True,1
624,2,Harris,2,49,2,0,True,1
624,3,Harris,0,25,0,0,True,1
624,4,Harris,1,34,1,0,True,1
624,5,Harris,0,22,0,0,True,1
625,0,Harris,0,13,0,0,True,1
625,1,Harris,0,11,0,0,True,1
625,2,Harris,0,17,0,0,True,1
625,3,Harris,0,20,0,0,True,1
625,4,Harris,0,16,0,0,True,1
625,5,Harris,0,16,0,0,True,1
625,6,Harris,0,13,0,0,True,1
626,0,Harris,0,18,0,0,True,1
626,1,Harris,0,15,0,0,True,1
626,2,Harris,0,6,0,0,True,1
626,3,Harris,1,29,1,0,True,1
626,4,Harris,2,20,2,0,True,1
626,5,Harris,0,15,0,0,True,1
626,6,Harris,0,23,0,0,True,1
626,7,Harris,0,4,0,0,True,1
626,8,Harris,0,1,0,0,True,1
627,0,Harris,0,9,0,0,True,1
627,1,Harris,0,13,0,0,True,1
627,2,Harris,0,8,0,0,True,1
627,3,Harris,0,8,0,0,True,1
627,4,Harris,1,17,1,0,True,1
627,5,Harris,0,12,0,0,True,1
627,6,Harris,0,3,0,0,True,1
627,7,Harris,0,14,0,0,True,1
627,8,Harris,0,20,0,0,True,1
628,0,Harris,0,9,0,0,True,1
628,1,Harris,0,3,0,0,True,1
628,2,Harris,0,27,0,0,True,1
628,3,Harris,0,50,0,0,True,1
628,4,Harris,1,26,1,0,True,1
628,5,Harris,0,20,0,0,True,1
628,6,Harris,0,15,0,0,True,1
628,7,Harris,0,7,0,0,True,1
628,8,Harris,0,3,0,0,True,1
629,0,Harris,0,26,0,0,True,1
629,1,Harris,4,21,4,0,True,1
629,2,Harris,0,20,0,0,True,1
629,3,Harris,2,14,2,0,True,1
629,4,Harris,0,3,0,0,True,1
629,5,Harris,1,4,1,0,True,1
629,6,Harris,3,52,3,0,True,1
629,7,Harris,4,41,4,0,True,1
630,0,Harris,0,2,0,0,True,1
630,1,Harris,0,11,0,0,True,1
630,2,Harris,0,3,0,0,True,1
630,3,Harris,0,4,0,0,True,1
630,4,Harris,0,36,0,0,True,1
630,5,Harris,0,7,0,0,True,1
630,6,Harris,2,27,2,0,True,1
630,7,Harris,0,5,0,0,True,1
630,8,Harris,0,5,0,0,True,1
631,0,Harris,0,10,0,0,True,1
631,1,Harris,0,6,0,0,True,1
631,2,Harris,0,15,0,0,True,1
631,3,Harris,0,1,0,0,True,1
631,4,Harris,1,5,1,0,True,1
631,5,Harris,0,10,0,0,True,1
631,6,Harris,0,6,0,0,True,1
632,0,Harris,0,18,0,0,True,1
632,1,Harris,0,37,0,0,True,1
632,2,Harris,0,24,0,0,True,1
632,3,Harris,0,14,0,0,True,1
632,4,Harris,0,15,0,0,True,1
632,5,Harris,1,36,1,0,True,1
632,6,Harris,0,17,0,0,True,1
632,7,Harris,0,3,0,0,True,1
632,8,Harris,0,12,0,0,True,1
633,0,Harris,0,3,0,0,True,1
633,1,Harris,0,6,0,0,True,1
633,2,Harris,0,25,0,0,True,1
633,3,Harris,2,9,2,0,True,1
633,4,Harris,0,15,0,0,True,1
633,5,Harris,1,10,1,0,True,1
634,0,Harris,0,25,0,0,True,1
634,1,Harris,2,26,2,0,True,1
634,2,Harris,0,3,0,0,True,1
634,3,Harris,2,43,2,0,True,1
634,4,Harris,0,8,0,0,True,1
634,5,Harris,0,3,0,0,True,1
634,6,Harris,0,4,0,0,True,1
634,7,Harris,1,11,1,0,True,1
635,0,Harris,0,16,0,0,True,1
635,1,Harris,0,21,0,0,True,1
635,2,Harris,0,14,0,0,True,1
635,3,Harris,0,57,0,0,True,1
635,4,Harris,0,38,0,0,True,1
635,5,Harris,0,7,0,0,True,1
635,6,Harris,1,43,1,0,True,1
635,7,Harris,0,52,0,0,True,1
636,0,Harris,0,15,0,0,True,1
636,1,Harris,0,3,0,0,True,1
636,2,Harris,0,44,0,0,True,1
636,3,Harris,0,7,0,0,True,1
636,4,Harris,0,4,0,0,True,1
636,5,Harris,0,17,0,0,True,1
636,6,Harris,0,8,0,0,True,1
636,7,Harris,2,1,1,1,False,1
637,0,Harris,1,9,1,0,True,1
637,1,Harris,2,42,2,0,True,1
637,2,Harris,0,46,0,0,True,1
637,3,Harris,0,15,0,0,True,1
637,4,Harris,0,15,0,0,True,1
637,5,Harris,1,11,1,0,True,1
637,6,Harris,0,1,0,0,True,1
637,7,Harris,1,18,1,0,True,1
638,0,Harris,0,12,0,0,True,1
638,1,Harris,1,17,1,0,True,1
638,2,Harris,0,13,0,0,True,1
638,3,Harris,0,6,0,0,True,1
638,4,Harris,0,24,0,0,True,1
638,5,Harris,0,7,0,0,True,1
638,6,Harris,0,12,0,0,True,1
638,7,Harris,0,12,0,0,True,1
639,0,Harris,0,16,0,0,True,1
639,1,Harris,0,12,0,0,True,1
639,2,Harris,0,14,0,0,True,1
639,3,Harris,0,17,0,0,True,1
639,4,Harris,1,17,1,0,True,1
639,5,Harris,0,17,0,0,True,1
639,6,Harris,0,5,0,0,True,1
639,7,Harris,0,21,0,0,True,1
640,0,Harris,2,27,2,0,True,1
640,1,Harris,0,17,0,0,True,1
640,2,Harris,0,12,0,0,True,1
640,3,Harris,0,9,0,0,True,1
640,4,Harris,0,6,0,0,True,1
640,5,Harris,0,17,0,0,True,1
640,6,Harris,0,12,0,0,True,1
641,0,Harris,2,43,2,0,True,1
641,1,Harris,0,14,0,0,True,1
641,2,Harris,0,22,0,0,True,1
641,3,Harris,1,51,1,0,True,1
641,4,Harris,2,31,2,0,True,1
641,5,Harris,0,19,0,0,True,1
642,0,Harris,2,18,2,0,True,1
642,1,Harris,1,15,1,0,True,1
642,2,Harris,2,13,2,0,True,1
642,3,Harris,3,29,3,0,True,1
642,4,Harris,2,17,2,0,True,1
642,5,Harris,2,34,2,0,True,1
642,6,Harris,2,33,2,0,True,1
643,0,Harris,0,0,0,0,True,1
643,1,Harris,0,21,0,0,True,1
643,2,Harris,0,5,0,0,True,1
643,3,Harris,0,13,0,0,True,1
643,4,Harris,0,10,0,0,True,1
643,5,Harris,1,36,1,0,True,1
643,6,Harris,0,36,0,0,True,1
643,7,Harris,1,25,1,0,True,1
644,0,Harris,2,26,2,0,True,1
644,1,Harris,0,25,0,0,True,1
644,2,Harris,0,4,0,0,True,1
644,3,Harris,0,17,0,0,True,1
644,4,Harris,0,37,0,0,True,1
644,5,Harris,0,6,0,0,True,1
644,6,Harris,0,1,0,0,True,1
644,7,Harris,0,3,0,0,True,1
644,8,Harris,0,1,0,0,True,1
645,0,Harris,0,3,0,0,True,1
645,1,Harris,0,52,0,0,True,1
645,2,Harris,0,29,0,0,True,1
645,3,Harris,0,7,0,0,True,1
645,4,Harris,0,6,0,0,True,1
645,5,Harris,0,21,0,0,True,1
645,6,Harris,0,11,0,0,True,1
645,7,Harris,1,24,1,0,True,1
646,0,Harris,2,17,2,0,True,1
646,1,Harris,0,6,0,0,True,1
646,2,Harris,0,28,0,0,True,1
646,3,Harris,0,10,0,0,True,1
646,4,Harris,0,9,0,0,True,1
646,5,Harris,0,2,0,0,True,1
646,6,Harris,0,7,0,0,True,1
647,0,Harris,0,48,0,0,True,1
647,1,Harris,0,48,0,0,True,1
647,2,Harris,1,50,1,0,True,1
647,3,Harris,0,8,0,0,True,1
647,4,Harris,1,33,1,0,True,1
647,5,Harris,2,34,2,0,True,1
647,6,Harris,1,34,1,0,True,1
648,0,Harris,0,2,0,0,True,1
648,1,Harris,2,26,2,0,True,1
648,2,Harris,0,22,0,0,True,1
648,3,Harris,0,2,0,0,True,1
648,4,Harris,2,42,2,0,True,1
648,5,Harris,1,37,1,0,True,1
648,6,Harris,0,9,0,0,True,1
648,7,Harris,2,3,2,0,True,1
648,8,Harris,0,5,0,0,True,1
648,9,Harris,0,9,0,0,True,1
649,0,Harris,0,23,0,0,True,1
649,1,Harris,1,38,1,0,True,1
650,0,Harris,2,11,2,0,True,1
650,1,Harris,0,8,0,0,True,1
650,2,Harris,0,22,0,0,True,1
650,3,Harris,0,5,0,0,True,1
650,4,Harris,0,3,0,0,True,1
650,5,Harris,0,11,0,0,True,1
650,6,Harris,0,3,0,0,True,1
650,7,Harris,0,6,0,0,True,1
650,8,Harris,0,0,0,0,True,1
650,9,Harris,0,16,0,0,True,1
651,0,Harris,1,27,1,0,True,1
651,1,Harris,0,18,0,0,True,1
651,2,Harris,0,9,0,0,True,1
651,3,Harris,1,17,1,0,True,1
651,4,Harris,0,13,0,0,True,1
651,5,Harris,0,43,0,0,True,1
651,6,Harris,0,5,0,0,True,1
651,7,Harris,0,13,0,0,True,1
651,8,Harris,1,9,1,0,True,1
652,0,Harris,0,9,0,0,True,1
652,1,Harris,0,4,0,0,True,1
652,2,Harris,0,1,0,0,True,1
652,3,Harris,0,19,0,0,True,1
652,4,Harris,0,8,0,0,True,1
652,5,Harris,0,3,0,0,True,1
652,6,Harris,0,18,0,0,True,1
653,0,Harris,0,10,0,0,True,1
653,1,Harris,0,9,0,0,True,1
653,2,Harris,0,35,0,0,True,1
653,3,Harris,0,21,0,0,True,1
653,4,Harris,0,5,0,0,True,1
653,5,Harris,4,16,4,0,True,1
653,6,Harris,0,14,0,0,True,1
653,7,Harris,0,10,0,0,True,1
654,0,Harris,0,5,0,0,True,1
654,1,Harris,0,5,0,0,True,1
654,2,Harris,0,16,0,0,True,1
654,3,Harris,1,8,1,0,True,1
654,4,Harris,2,14,2,0,True,1
654,5,Harris,2,5,2,0,True,1
654,6,Harris,3,35,3,0,True,1
655,0,Harris,0,2,0,0,True,1
655,1,Harris,1,11,1,0,True,1
655,2,Harris,1,25,1,0,True,1
655,3,Harris,0,24,0,0,True,1
655,4,Harris,0,32,0,0,True,1
655,5,Harris,1,35,1,0,True,1
655,6,Harris,0,15,0,0,True,1
656,0,Harris,0,6,0,0,True,1
656,1,Harris,0,28,0,0,True,1
656,2,Harris,0,3,0,0,True,1
656,3,Harris,0,4,0,0,True,1
656,4,Harris,0,11,0,0,True,1
656,5,Harris,0,2,0,0,True,1
656,6,Harris,2,50,2,0,True,1
656,7,Harris,0,11,0,0,True,1
657,0,Harris,0,4,0,0,True,1
657,1,Harris,0,9,0,0,True,1
657,2,Harris,0,5,0,0,True,1
657,3,Harris,0,15,0,0,True,1
657,4,Harris,0,3,0,0,True,1
657,5,Harris,0,4,0,0,True,1
657,6,Harris,0,14,0,0,True,1
657,7,Harris,0,7,0,0,True,1
657,8,Harris,0,12,0,0,True,1
657,9,Harris,0,21,0,0,True,1
658,0,Harris,1,19,1,0,True,1
658,1,Harris,1,26,1,0,True,1
658,2,Harris,3,48,3,0,True,1
658,3,Harris,0,8,0,0,True,1
658,4,Harris,1,47,1,0,True,1
658,5,Harris,0,40,0,0,True,1
658,6,Harris,0,11,0,0,True,1
659,0,Harris,0,25,0,0,True,1
659,1,Harris,4,20,4,0,True,1
659,2,Harris,0,3,0,0,True,1
659,3,Harris,0,25,0,0,True,1
659,4,Harris,0,5,0,0,True,1
659,5,Harris,2,25,2,0,True,1
659,6,Harris,0,2,0,0,True,1
659,7,Harris,0,4,0,0,True,1
659,8,Harris,0,4,0,0,True,1
660,0,Harris,2,37,2,0,True,1
660,1,Harris,1,47,1,0,True,1
660,2,Harris,2,46,2,0,True,1
660,3,Harris,3,36,3,0,True,1
660,4,Harris,2,47,2,0,True,1
660,5,Harris,2,38,2,0,True,1
660,6,Harris,0,19,0,0,True,1
661,0,Harris,0,8,0,0,True,1
661,1,Harris,0,54,0,0,True,1
661,2,Harris,0,13,0,0,True,1
661,3,Harris,0,33,0,0,True,1
661,4,Harris,1,11,1,0,True,1
661,5,Harris,0,14,0,0,True,1
661,6,Harris,0,28,0,0,True,1
661,7,Harris,1,30,1,0,True,1
661,8,Harris,0,43,0,0,True,1
661,9,Harris,1,11,1,0,True,1
662,0,Harris,0,4,0,0,True,1
662,1,Harris,0,13,0,0,True,1
662,2,Harris,0,6,0,0,True,1
662,3,Harris,0,8,0,0,True,1
662,4,Harris,2,23,2,0,True,1
662,5,Harris,0,5,0,0,True,1
662,6,Harris,0,5,0,0,True,1
662,7,Harris,0,23,0,0,True,1
662,8,Harris,0,38,0,0,True,1
663,0,Harris,0,40,0,0,True,1
663,1,Harris,3,42,3,0,True,1
663,2,Harris,0,2,0,0,True,1
663,3,Harris,0,2,0,0,True,1
663,4,Harris,0,55,0,0,True,1
663,5,Harris,2,52,2,0,True,1
663,6,Harris,0,3,0,0,True,1
664,0,Harris,0,21,0,0,True,1
664,1,Harris,0,33,0,0,True,1
664,2,Harris,0,7,0,0,True,1
664,3,Harris,0,8,0,0,True,1
664,4,Harris,0,5,0,0,True,1
664,5,Harris,0,9,0,0,True,1
664,6,Harris,0,8,0,0,True,1
664,7,Harris,0,30,0,0,True,1
665,0,Harris,1,13,1,0,True,1
665,1,Harris,0,8,0,0,True,1
665,2,Harris,0,1,0,0,True,1
665,3,Harris,0,0,0,0,True,1
665,4,Harris,0,3,0,0,True,1
665,5,Harris,0,3,0,0,True,1
665,6,Harris,0,0,0,0,True,1
666,0,Harris,1,20,1,0,True,1
666,1,Harris,0,14,0,0,True,1
666,2,Harris,0,12,0,0,True,1
666,3,Harris,0,10,0,0,True,1
666,4,Harris,0,10,0,0,True,1
666,5,Harris,0,17,0,0,True,1
666,6,Harris,2,30,2,0,True,1
666,7,Harris,0,9,0,0,True,1
666,8,Harris,1,11,1,0,True,1
666,9,Harris,0,17,0,0,True,1
667,0,Harris,0,3,0,0,True,1
667,1,Harris,2,17,2,0,True,1
667,2,Harris,1,8,1,0,True,1
667,3,Harris,1,13,1,0,True,1
667,4,Harris,1,13,1,0,True,1
667,5,Harris,0,28,0,0,True,1
668,0,Harris,0,9,0,0,True,1
668,1,Harris,0,54,0,0,True,1
668,2,Harris,0,6,0,0,True,1
668,3,Harris,0,49,0,0,True,1
668,4,Harris,1,38,1,0,True,1
668,5,Harris,1,12,1,0,True,1
668,6,Harris,0,39,0,0,True,1
668,7,Harris,0,28,0,0,True,1
669,0,Harris,0,4,0,0,True,1
669,1,Harris,2,25,2,0,True,1
669,2,Harris,1,19,1,0,True,1
669,3,Harris,1,37,1,0,True,1
669,4,Harris,0,3,0,0,True,1
669,5,Harris,0,8,0,0,True,1
670,0,Harris,0,13,0,0,True,1
670,1,Harris,0,8,0,0,True,1
670,2,Harris,0,55,0,0,True,1
670,3,Harris,0,4,0,0,True,1
670,4,Harris,0,15,0,0,True,1
670,5,Harris,0,13,0,0,True,1
670,6,Harris,0,50,0,0,True,1
670,7,Harris,1,8,1,0,True,1
671,0,Harris,0,5,0,0,True,1
671,1,Harris,0,2,0,0,True,1
671,2,Harris,0,13,0,0,True,1
671,3,Harris,0,9,0,0,True,1
671,4,Harris,0,15,0,0,True,1
671,5,Harris,1,6,1,0,True,1
671,6,Harris,0,4,0,0,True,1
671,7,Harris,0,27,0,0,True,1
671,8,Harris,0,14,0,0,True,1
671,9,Harris,0,24,0,0,True,1
672,0,Harris,0,3,0,0,True,1
672,1,Harris,0,6,0,0,True,1
672,2,Harris,0,1,0,0,True,1
672,3,Harris,0,11,0,0,True,1
672,4,Harris,1,10,1,0,True,1
672,5,Harris,1,27,1,0,True,1
672,6,Harris,0,2,0,0,True,1
672,7,Harris,0,2,0,0,True,1
672,8,Harris,0,4,0,0,True,1
673,0,Harris,0,20,0,0,True,1
673,1,Harris,0,3,0,0,True,1
673,2,Harris,0,9,0,0,True,1
673,3,Harris,0,18,0,0,True,1
673,4,Harris,0,8,0,0,True,1
673,5,Harris,1,12,1,0,True,1
673,6,Harris,0,8,0,0,True,1
673,7,Harris,0,47,0,0,True,1
674,0,Harris,0,18,0,0,True,1
674,1,Harris,0,11,0,0,True,1
674,2,Harris,0,39,0,0,True,1
674,3,Harris,0,7,0,0,True,1
674,4,Harris,2,36,2,0,True,1
674,5,Harris,1,21,1,0,True,1
674,6,Harris,1,20,1,0,True,1
674,7,Harris,1,4,1,0,True,1
674,8,Harris,0,24,0,0,True,1
675,0,Harris,0,8,0,0,True,1
675,1,Harris,0,25,0,0,True,1
675,2,Harris,0,16,0,0,True,1
675,3,Harris,0,19,0,0,True,1
675,4,Harris,0,35,0,0,True,1
675,5,Harris,0,8,0,0,True,1
675,6,Harris,0,40,0,0,True,1
676,0,Harris,0,16,0,0,True,1
676,1,Harris,0,3,0,0,True,1
676,2,Harris,0,5,0,0,True,1
676,3,Harris,1,25,1,0,True,1
676,4,Harris,0,1,0,0,True,1
676,5,Harris,0,1,0,0,True,1
676,6,Harris,0,1,0,0,True,1
676,7,Harris,0,1,0,0,True,1
676,8,Harris,0,1,0,0,True,1
677,0,Harris,0,9,0,0,True,1
677,1,Harris,0,2,0,0,True,1
677,2,Harris,0,18,0,0,True,1
677,3,Harris,0,5,0,0,True,1
677,4,Harris,0,16,0,0,True,1
677,5,Harris,0,28,0,0,True,1
677,6,Harris,0,6,0,0,True,1
677,7,Harris,0,10,0,0,True,1
678,0,Harris,0,15,0,0,True,1
678,1,Harris,0,5,0,0,True,1
678,2,Harris,2,3,2,0,True,1
678,3,Harris,3,11,3,0,True,1
678,4,Harris,1,12,1,0,True,1
678,5,Harris,0,5,0,0,True,1
679,0,Harris,1,27,1,0,True,1
679,1,Harris,0,5,0,0,True,1
679,2,Harris,0,8,0,0,True,1
679,3,Harris,0,6,0,0,True,1
679,4,Harris,0,13,0,0,True,1
679,5,Harris,1,13,1,0,True,1
679,6,Harris,0,40,0,0,True,1
679,7,Harris,0,1,0,0,True,1
680,0,Harris,1,17,1,0,True,1
680,1,Harris,1,17,1,0,True,1
680,2,Harris,1,16,1,0,True,1
680,3,Harris,1,16,1,0,True,1
680,4,Harris,1,17,1,0,True,1
680,5,Harris,0,6,0,0,True,1
681,0,Harris,1,49,1,0,True,1
681,1,Harris,1,2,1,0,True,1
681,2,Harris,0,2,0,0,True,1
681,3,Harris,0,14,0,0,True,1
681,4,Harris,0,7,0,0,True,1
681,5,Harris,0,32,0,0,True,1
682,0,Harris,0,7,0,0,True,1
682,1,Harris,0,6,0,0,True,1
682,2,Harris,0,19,0,0,True,1
682,3,Harris,0,53,0,0,True,1
682,4,Harris,3,45,3,0,True,1
682,5,Harris,1,19,1,0,True,1
682,6,Harris,0,7,0,0,True,1
682,7,Harris,0,24,0,0,True,1
682,8,Harris,0,13,0,0,True,1
683,0,Harris,0,7,0,0,True,1
683,1,Harris,0,15,0,0,True,1
683,2,Harris,0,5,0,0,True,1
683,3,Harris,1,7,1,0,True,1
683,4,Harris,0,26,0,0,True,1
683,5,Harris,0,18,0,0,True,1
683,6,Harris,0,41,0,0,True,1
683,7,Harris,1,41,1,0,True,1
684,0,Harris,2,26,2,0,True,1
684,1,Harris,2,34,2,0,True,1
684,2,Harris,0,9,0,0,True,1
684,3,Harris,0,45,0,0,True,1
684,4,Harris,2,16,2,0,True,1
684,5,Harris,0,20,0,0,True,1
684,6,Harris,1,23,1,0,True,1
685,0,Harris,0,50,0,0,True,1
685,1,Harris,0,2,0,0,True,1
685,2,Harris,1,38,1,0,True,1
685,3,Harris,1,18,1,0,True,1
685,4,Harris,0,54,0,0,True,1
685,5,Harris,0,20,0,0,True,1
685,6,Harris,0,28,0,0,True,1
686,0,Harris,1,49,1,0,True,1
686,1,Harris,0,38,0,0,True,1
686,2,Harris,0,17,0,0,True,1
686,3,Harris,1,15,1,0,True,1
686,4,Harris,1,10,1,0,True,1
686,5,Harris,0,13,0,0,True,1
686,6,Harris,1,10,1,0,True,1
686,7,Harris,0,20,0,0,True,1
687,0,Harris,0,4,0,0,True,1
687,1,Harris,0,13,0,0,True,1
687,2,Harris,0,23,0,0,True,1
687,3,Harris,0,6,0,0,True,1
687,4,Harris,0,7,0,0,True,1
687,5,Harris,0,34,0,0,True,1
687,6,Harris,0,1,0,0,True,1
687,7,Harris,2,29,2,0,True,1
687,8,Harris,9,42,9,0,True,1
688,0,Harris,0,11,0,0,True,1
688,1,Harris,0,50,0,0,True,1
688,2,Harris,0,22,0,0,True,1
688,3,Harris,1,13,1,0,True,1
688,4,Harris,1,37,1,0,True,1
688,5,Harris,0,20,0,0,True,1
688,6,Harris,0,25,0,0,True,1
688,7,Harris,0,25,0,0,True,1
688,8,Harris,0,1,0,0,True,1
689,0,Harris,0,6,0,0,True,1
689,1,Harris,1,54,1,0,True,1
689,2,Harris,0,16,0,0,True,1
689,3,Harris,2,29,2,0,True,1
689,4,Harris,2,28,2,0,True,1
689,5,Harris,0,11,0,0,True,1
689,6,Harris,0,12,0,0,True,1
689,7,Harris,1,13,1,0,True,1
690,0,Harris,0,13,0,0,True,1
690,1,Harris,0,11,0,0,True,1
690,2,Harris,2,16,2,0,True,1
690,3,Harris,1,20,1,0,True,1
690,4,Harris,2,32,2,0,True,1
690,5,Harris,0,2,0,0,True,1
690,6,Harris,0,5,0,0,True,1
691,0,Harris,0,5,0,0,True,1
691,1,Harris,0,10,0,0,True,1
691,2,Harris,0,23,0,0,True,1
691,3,Harris,0,5,0,0,True,1
691,4,Harris,0,17,0,0,True,1
691,5,Harris,1,17,1,0,True,1
691,6,Harris,1,26,1,0,True,1
692,0,Harris,3,53,3,0,True,1
692,1,Harris,0,3,0,0,True,1
692,2,Harris,0,27,0,0,True,1
692,3,Harris,0,7,0,0,True,1
692,4,Harris,0,53,0,0,True,1
692,5,Harris,0,63,0,0,True,1
692,6,Harris,1,58,1,0,True,1
692,7,Harris,1,31,1,0,True,1
692,8,Harris,1,52,1,0,True,1
693,0,Harris,0,0,0,0,True,1
693,1,Harris,0,16,0,0,True,1
693,2,Harris,2,25,2,0,True,1
693,3,Harris,1,19,1,0,True,1
693,4,Harris,0,19,0,0,True,1
693,5,Harris,0,0,0,0,True,1
694,0,Harris,0,24,0,0,True,1
694,1,Harris,1,6,1,0,True,1
694,2,Harris,0,22,0,0,True,1
694,3,Harris,0,33,0,0,True,1
694,4,Harris,1,35,1,0,True,1
694,5,Harris,0,3,0,0,True,1
694,6,Harris,0,3,0,0,True,1
694,7,Harris,0,26,0,0,True,1
694,8,Harris,0,27,0,0,True,1
695,0,Harris,0,17,0,0,True,1
695,1,Harris,2,39,2,0,True,1
695,2,Harris,0,4,0,0,True,1
695,3,Harris,0,17,0,0,True,1
695,4,Harris,0,15,0,0,True,1
695,5,Harris,0,1,0,0,True,1
695,6,Harris,1,10,1,0,True,1
695,7,Harris,0,16,0,0,True,1
695,8,Harris,2,50,2,0,True,1
696,0,Harris,0,3,0,0,True,1
696,1,Harris,2,29,2,0,True,1
696,2,Harris,0,2,0,0,True,1
696,3,Harris,0,2,0,0,True,1
696,4,Harris,0,24,0,0,True,1
696,5,Harris,0,10,0,0,True,1
696,6,Harris,2,49,2,0,True,1
696,7,Harris,0,23,0,0,True,1
697,0,Harris,0,27,0,0,True,1
697,1,Harris,0,13,0,0,True,1
697,2,Harris,0,13,0,0,True,1
697,3,Harris,0,7,0,0,True,1
697,4,Harris,1,25,1,0,True,1
697,5,Harris,0,4,0,0,True,1
697,6,Harris,0,7,0,0,True,1
697,7,Harris,0,15,0,0,True,1
698,0,Harris,0,8,0,0,True,1
698,1,Harris,1,19,1,0,True,1
698,2,Harris,2,51,2,0,True,1
698,3,Harris,0,20,0,0,True,1
698,4,Harris,0,12,0,0,True,1
698,5,Harris,0,10,0,0,True,1
698,6,Harris,1,54,1,0,True,1
698,7,Harris,3,36,3,0,True,1
698,8,Harris,0,4,0,0,True,1
699,0,Harris,2,18,2,0,True,1
699,1,Harris,1,8,1,0,True,1
699,2,Harris,2,11,2,0,True,1
699,3,Harris,2,6,2,0,True,1
699,4,Harris,2,29,2,0,True,1
699,5,Harris,2,36,2,0,True,1
699,6,Harris,0,11,0,0,True,1
699,7,Harris,4,16,4,0,True,1
700,0,Harris,0,10,0,0,True,1
700,1,Harris,0,13,0,0,True,1
700,2,Harris,0,6,0,0,True,1
700,3,Harris,0,6,0,0,True,1
700,4,Harris,0,5,0,0,True,1
700,5,Harris,0,2,0,0,True,1
700,6,Harris,0,15,0,0,True,1
701,0,Harris,2,38,2,0,True,1
701,1,Harris,3,35,3,0,True,1
701,2,Harris,2,41,2,0,True,1
701,3,Harris,2,24,2,0,True,1
701,4,Harris,2,9,2,0,True,1
701,5,Harris,1,48,1,0,True,1
701,6,Harris,1,39,1,0,True,1
701,7,Harris,0,5,0,0,True,1
702,0,Harris,0,2,0,0,True,1
702,1,Harris,0,7,0,0,True,1
702,2,Harris,2,25,2,0,True,1
702,3,Harris,2,23,2,0,True,1
702,4,Harris,0,21,0,0,True,1
702,5,Harris,0,1,0,0,True,1
702,6,Harris,0,10,0,0,True,1
702,7,Harris,0,10,0,0,True,1
702,8,Harris,0,3,0,0,True,1
703,0,Harris,2,26,2,0,True,1
703,1,Harris,0,26,0,0,True,1
703,2,Harris,0,26,0,0,True,1
703,3,Harris,0,5,0,0,True,1
703,4,Harris,0,5,0,0,True,1
703,5,Harris,0,15,0,0,True,1
703,6,Harris,1,9,1,0,True,1
703,7,Harris,0,13,0,0,True,1
703,8,Harris,2,26,2,0,True,1
703,9,Harris,1,13,1,0,True,1
704,0,Harris,4,32,4,0,True,1
704,1,Harris,0,53,0,0,True,1
704,2,Harris,0,5,0,0,True,1
704,3,Harris,0,23,0,0,True,1
704,4,Harris,0,10,0,0,True,1
704,5,Harris,3,44,3,0,True,1
704,6,Harris,0,3,0,0,True,1
705,0,Harris,0,12,0,0,True,1
705,1,Harris,0,7,0,0,True,1
705,2,Harris,2,11,2,0,True,1
705,3,Harris,1,47,1,0,True,1
705,4,Harris,1,12,1,0,True,1
705,5,Harris,1,51,1,0,True,1
705,6,Harris,1,56,1,0,True,1
706,0,Harris,1,36,1,0,True,1
706,1,Harris,0,18,0,0,True,1
706,2,Harris,2,23,2,0,True,1
706,3,Harris,1,17,1,0,True,1
706,4,Harris,1,36,1,0,True,1
706,5,Harris,3,37,3,0,True,1
706,6,Harris,3,11,3,0,True,1
706,7,Harris,0,7,0,0,True,1
707,0,Harris,0,4,0,0,True,1
707,1,Harris,0,19,0,0,True,1
707,2,Harris,1,5,1,0,True,1
707,3,Harris,0,5,0,0,True,1
707,4,Harris,0,8,0,0,True,1
707,5,Harris,2,11,2,0,True,1
707,6,Harris,0,13,0,0,True,1
707,7,Harris,0,8,0,0,True,1
707,8,Harris,0,7,0,0,True,1
708,0,Harris,0,4,0,0,True,1
708,1,Harris,0,49,0,0,True,1
708,2,Harris,0,38,0,0,True,1
708,3,Harris,0,1,0,0,True,1
708,4,Harris,0,7,0,0,True,1
708,5,Harris,0,10,0,0,True,1
708,6,Harris,0,3,0,0,True,1
708,7,Harris,0,28,0,0,True,1
709,0,Harris,0,3,0,0,True,1
709,1,Harris,1,9,1,0,True,1
709,2,Harris,0,30,0,0,True,1
709,3,Harris,0,12,0,0,True,1
709,4,Harris,0,17,0,0,True,1
709,5,Harris,0,16,0,0,True,1
709,6,Harris,0,24,0,0,True,1
709,7,Harris,1,7,1,0,True,1
709,8,Harris,0,4,0,0,True,1
710,0,Harris,1,20,1,0,True,1
710,1,Harris,0,3,0,0,True,1
710,2,Harris,0,2,0,0,True,1
710,3,Harris,2,50,2,0,True,1
710,4,Harris,0,23,0,0,True,1
710,5,Harris,0,4,0,0,True,1
710,6,Harris,0,30,0,0,True,1
710,7,Harris,0,17,0,0,True,1
710,8,Harris,0,9,0,0,True,1
711,0,Harris,0,23,0,0,True,1
711,1,Harris,0,14,0,0,True,1
711,2,Harris,0,1,0,0,True,1
711,3,Harris,0,3,0,0,True,1
711,4,Harris,0,6,0,0,True,1
711,5,Harris,1,24,1,0,True,1
711,6,Harris,0,3,0,0,True,1
711,7,Harris,0,9,0,0,True,1
711,8,Harris,2,11,2,0,True,1
712,0,Harris,2,38,2,0,True,1
