example,post,target,requested_tokens,available_control_tokens,removed_tokens,shortfall_tokens,exact_match,seed
712,1,Harris,1,16,1,0,True,1
712,2,Harris,0,17,0,0,True,1
712,3,Harris,1,13,1,0,True,1
712,4,Harris,3,36,3,0,True,1
712,5,Harris,0,4,0,0,True,1
712,6,Harris,4,49,4,0,True,1
712,7,Harris,0,3,0,0,True,1
713,0,Harris,0,12,0,0,True,1
713,1,Harris,0,2,0,0,True,1
713,2,Harris,0,18,0,0,True,1
713,3,Harris,0,34,0,0,True,1
713,4,Harris,0,23,0,0,True,1
713,5,Harris,0,39,0,0,True,1
713,6,Harris,0,13,0,0,True,1
714,0,Harris,0,2,0,0,True,1
714,1,Harris,2,19,2,0,True,1
714,2,Harris,1,11,1,0,True,1
714,3,Harris,1,34,1,0,True,1
714,4,Harris,0,16,0,0,True,1
714,5,Harris,1,14,1,0,True,1
714,6,Harris,0,13,0,0,True,1
714,7,Harris,1,13,1,0,True,1
715,0,Harris,0,3,0,0,True,1
715,1,Harris,0,11,0,0,True,1
715,2,Harris,0,6,0,0,True,1
715,3,Harris,0,20,0,0,True,1
715,4,Harris,0,35,0,0,True,1
715,5,Harris,0,14,0,0,True,1
715,6,Harris,0,42,0,0,True,1
715,7,Harris,0,1,0,0,True,1
715,8,Harris,0,3,0,0,True,1
716,0,Harris,0,4,0,0,True,1
716,1,Harris,0,12,0,0,True,1
716,2,Harris,0,10,0,0,True,1
716,3,Harris,0,21,0,0,True,1
716,4,Harris,2,29,2,0,True,1
716,5,Harris,6,42,6,0,True,1
716,6,Harris,0,18,0,0,True,1
716,7,Harris,2,11,2,0,True,1
717,0,Harris,1,19,1,0,True,1
717,1,Harris,2,23,2,0,True,1
717,2,Harris,1,8,1,0,True,1
717,3,Harris,2,8,2,0,True,1
717,4,Harris,0,10,0,0,True,1
717,5,Harris,2,12,2,0,True,1
717,6,Harris,1,10,1,0,True,1
717,7,Harris,2,21,2,0,True,1
718,0,Harris,0,46,0,0,True,1
718,1,Harris,1,9,1,0,True,1
718,2,Harris,1,11,1,0,True,1
718,3,Harris,0,13,0,0,True,1
718,4,Harris,0,7,0,0,True,1
718,5,Harris,0,5,0,0,True,1
718,6,Harris,0,12,0,0,True,1
718,7,Harris,0,14,0,0,True,1
718,8,Harris,0,12,0,0,True,1
719,0,Harris,0,6,0,0,True,1
719,1,Harris,1,30,1,0,True,1
719,2,Harris,0,2,0,0,True,1
719,3,Harris,0,8,0,0,True,1
719,4,Harris,0,25,0,0,True,1
719,5,Harris,0,3,0,0,True,1
719,6,Harris,0,2,0,0,True,1
719,7,Harris,0,7,0,0,True,1
719,8,Harris,1,9,1,0,True,1
720,0,Harris,0,9,0,0,True,1
720,1,Harris,0,9,0,0,True,1
720,2,Harris,0,52,0,0,True,1
720,3,Harris,0,8,0,0,True,1
720,4,Harris,0,57,0,0,True,1
721,0,Harris,1,20,1,0,True,1
721,1,Harris,0,17,0,0,True,1
721,2,Harris,0,28,0,0,True,1
721,3,Harris,0,1,0,0,True,1
721,4,Harris,0,13,0,0,True,1
721,5,Harris,0,27,0,0,True,1
721,6,Harris,0,18,0,0,True,1
721,7,Harris,0,15,0,0,True,1
721,8,Harris,0,15,0,0,True,1
721,9,Harris,0,5,0,0,True,1
722,0,Harris,0,10,0,0,True,1
722,1,Harris,2,24,2,0,True,1
722,2,Harris,2,22,2,0,True,1
722,3,Harris,0,10,0,0,True,1
722,4,Harris,0,4,0,0,True,1
722,5,Harris,1,3,1,0,True,1
722,6,Harris,0,5,0,0,True,1
723,0,Harris,2,15,2,0,True,1
723,1,Harris,0,3,0,0,True,1
723,2,Harris,1,6,1,0,True,1
723,3,Harris,0,21,0,0,True,1
723,4,Harris,0,12,0,0,True,1
723,5,Harris,0,4,0,0,True,1
723,6,Harris,2,42,2,0,True,1
723,7,Harris,0,17,0,0,True,1
723,8,Harris,0,6,0,0,True,1
724,0,Harris,0,22,0,0,True,1
724,1,Harris,0,2,0,0,True,1
724,2,Harris,1,13,1,0,True,1
724,3,Harris,1,8,1,0,True,1
724,4,Harris,0,45,0,0,True,1
724,5,Harris,1,12,1,0,True,1
724,6,Harris,2,50,2,0,True,1
725,0,Harris,2,5,2,0,True,1
725,1,Harris,2,5,2,0,True,1
725,2,Harris,2,7,2,0,True,1
725,3,Harris,2,4,2,0,True,1
725,4,Harris,1,3,1,0,True,1
725,5,Harris,2,15,2,0,True,1
725,6,Harris,2,8,2,0,True,1
726,0,Harris,0,21,0,0,True,1
726,1,Harris,2,23,2,0,True,1
726,2,Harris,0,19,0,0,True,1
726,3,Harris,0,46,0,0,True,1
726,4,Harris,0,12,0,0,True,1
726,5,Harris,0,1,0,0,True,1
726,6,Harris,0,6,0,0,True,1
726,7,Harris,0,0,0,0,True,1
727,0,Harris,1,11,1,0,True,1
727,1,Harris,0,2,0,0,True,1
727,2,Harris,0,15,0,0,True,1
727,3,Harris,1,27,1,0,True,1
727,4,Harris,0,17,0,0,True,1
727,5,Harris,0,19,0,0,True,1
727,6,Harris,1,8,1,0,True,1
727,7,Harris,0,26,0,0,True,1
728,0,Harris,0,7,0,0,True,1
728,1,Harris,0,23,0,0,True,1
728,2,Harris,0,21,0,0,True,1
728,3,Harris,0,46,0,0,True,1
728,4,Harris,0,5,0,0,True,1
728,5,Harris,1,13,1,0,True,1
728,6,Harris,1,16,1,0,True,1
728,7,Harris,0,17,0,0,True,1
729,0,Harris,2,4,2,0,True,1
729,1,Harris,0,7,0,0,True,1
729,2,Harris,0,34,0,0,True,1
729,3,Harris,0,17,0,0,True,1
729,4,Harris,0,3,0,0,True,1
729,5,Harris,0,4,0,0,True,1
729,6,Harris,0,4,0,0,True,1
729,7,Harris,1,18,1,0,True,1
729,8,Harris,1,19,1,0,True,1
730,0,Harris,0,7,0,0,True,1
730,1,Harris,0,23,0,0,True,1
730,2,Harris,0,45,0,0,True,1
730,3,Harris,0,10,0,0,True,1
730,4,Harris,0,12,0,0,True,1
730,5,Harris,0,10,0,0,True,1
730,6,Harris,0,4,0,0,True,1
731,0,Harris,0,3,0,0,True,1
731,1,Harris,0,6,0,0,True,1
731,2,Harris,0,15,0,0,True,1
731,3,Harris,0,13,0,0,True,1
731,4,Harris,0,30,0,0,True,1
731,5,Harris,0,15,0,0,True,1
731,6,Harris,0,4,0,0,True,1
731,7,Harris,0,4,0,0,True,1
732,0,Harris,1,16,1,0,True,1
732,1,Harris,0,3,0,0,True,1
732,2,Harris,0,22,0,0,True,1
732,3,Harris,0,23,0,0,True,1
732,4,Harris,0,27,0,0,True,1
732,5,Harris,0,23,0,0,True,1
732,6,Harris,1,12,1,0,True,1
732,7,Harris,1,23,1,0,True,1
732,8,Harris,0,1,0,0,True,1
733,0,Harris,0,12,0,0,True,1
733,1,Harris,2,24,2,0,True,1
733,2,Harris,3,38,3,0,True,1
733,3,Harris,1,18,1,0,True,1
733,4,Harris,1,6,1,0,True,1
733,5,Harris,2,51,2,0,True,1
733,6,Harris,2,26,2,0,True,1
734,0,Harris,0,4,0,0,True,1
734,1,Harris,0,9,0,0,True,1
734,2,Harris,0,22,0,0,True,1
734,3,Harris,2,25,2,0,True,1
734,4,Harris,0,4,0,0,True,1
734,5,Harris,0,4,0,0,True,1
734,6,Harris,0,2,0,0,True,1
734,7,Harris,0,4,0,0,True,1
735,0,Harris,0,4,0,0,True,1
735,1,Harris,0,3,0,0,True,1
735,2,Harris,0,3,0,0,True,1
735,3,Harris,0,2,0,0,True,1
735,4,Harris,1,43,1,0,True,1
735,5,Harris,0,2,0,0,True,1
736,0,Harris,0,30,0,0,True,1
736,1,Harris,0,30,0,0,True,1
736,2,Harris,0,26,0,0,True,1
736,3,Harris,0,27,0,0,True,1
736,4,Harris,0,31,0,0,True,1
736,5,Harris,0,27,0,0,True,1
736,6,Harris,2,25,2,0,True,1
737,0,Harris,1,13,1,0,True,1
737,1,Harris,1,13,1,0,True,1
737,2,Harris,1,20,1,0,True,1
737,3,Harris,2,14,2,0,True,1
737,4,Harris,0,15,0,0,True,1
737,5,Harris,0,16,0,0,True,1
737,6,Harris,0,4,0,0,True,1
738,0,Harris,0,5,0,0,True,1
738,1,Harris,0,16,0,0,True,1
738,2,Harris,0,18,0,0,True,1
738,3,Harris,0,3,0,0,True,1
738,4,Harris,0,7,0,0,True,1
738,5,Harris,0,15,0,0,True,1
738,6,Harris,7,40,7,0,True,1
739,0,Harris,3,57,3,0,True,1
739,1,Harris,0,10,0,0,True,1
739,2,Harris,0,14,0,0,True,1
739,3,Harris,2,15,2,0,True,1
739,4,Harris,0,17,0,0,True,1
739,5,Harris,0,11,0,0,True,1
739,6,Harris,2,11,2,0,True,1
739,7,Harris,0,7,0,0,True,1
739,8,Harris,2,38,2,0,True,1
740,0,Harris,0,5,0,0,True,1
740,1,Harris,0,13,0,0,True,1
740,2,Harris,0,36,0,0,True,1
740,3,Harris,0,15,0,0,True,1
740,4,Harris,0,5,0,0,True,1
740,5,Harris,2,11,2,0,True,1
740,6,Harris,0,4,0,0,True,1
740,7,Harris,0,19,0,0,True,1
740,8,Harris,1,26,1,0,True,1
741,0,Harris,0,8,0,0,True,1
741,1,Harris,0,30,0,0,True,1
741,2,Harris,0,14,0,0,True,1
741,3,Harris,0,5,0,0,True,1
741,4,Harris,0,2,0,0,True,1
741,5,Harris,0,3,0,0,True,1
741,6,Harris,2,26,2,0,True,1
741,7,Harris,0,9,0,0,True,1
741,8,Harris,0,15,0,0,True,1
741,9,Harris,1,11,1,0,True,1
742,0,Harris,0,38,0,0,True,1
742,1,Harris,0,16,0,0,True,1
742,2,Harris,0,18,0,0,True,1
742,3,Harris,0,5,0,0,True,1
742,4,Harris,0,4,0,0,True,1
742,5,Harris,0,1,0,0,True,1
742,6,Harris,0,4,0,0,True,1
742,7,Harris,0,0,0,0,True,1
743,0,Harris,0,5,0,0,True,1
743,1,Harris,2,25,2,0,True,1
743,2,Harris,0,27,0,0,True,1
743,3,Harris,0,7,0,0,True,1
743,4,Harris,0,1,0,0,True,1
743,5,Harris,1,19,1,0,True,1
743,6,Harris,2,18,2,0,True,1
743,7,Harris,0,19,0,0,True,1
744,0,Harris,2,6,2,0,True,1
744,1,Harris,0,28,0,0,True,1
744,2,Harris,0,2,0,0,True,1
744,3,Harris,1,15,1,0,True,1
744,4,Harris,0,4,0,0,True,1
744,5,Harris,0,1,0,0,True,1
744,6,Harris,0,10,0,0,True,1
744,7,Harris,0,25,0,0,True,1
744,8,Harris,0,8,0,0,True,1
745,0,Harris,1,55,1,0,True,1
745,1,Harris,0,6,0,0,True,1
745,2,Harris,0,16,0,0,True,1
745,3,Harris,0,34,0,0,True,1
745,4,Harris,0,24,0,0,True,1
745,5,Harris,0,7,0,0,True,1
745,6,Harris,2,50,2,0,True,1
745,7,Harris,0,23,0,0,True,1
746,0,Harris,2,8,2,0,True,1
746,1,Harris,3,20,3,0,True,1
746,2,Harris,3,27,3,0,True,1
746,3,Harris,1,53,1,0,True,1
746,4,Harris,2,34,2,0,True,1
746,5,Harris,1,11,1,0,True,1
746,6,Harris,0,7,0,0,True,1
747,0,Harris,0,23,0,0,True,1
747,1,Harris,0,0,0,0,True,1
747,2,Harris,0,8,0,0,True,1
747,3,Harris,0,15,0,0,True,1
747,4,Harris,0,11,0,0,True,1
747,5,Harris,4,30,4,0,True,1
747,6,Harris,2,26,2,0,True,1
747,7,Harris,0,2,0,0,True,1
747,8,Harris,0,26,0,0,True,1
747,9,Harris,0,30,0,0,True,1
748,0,Harris,1,58,1,0,True,1
748,1,Harris,2,37,2,0,True,1
748,2,Harris,2,46,2,0,True,1
748,3,Harris,3,33,3,0,True,1
748,4,Harris,0,23,0,0,True,1
748,5,Harris,0,23,0,0,True,1
748,6,Harris,0,22,0,0,True,1
749,0,Harris,2,15,2,0,True,1
749,1,Harris,0,16,0,0,True,1
749,2,Harris,2,22,2,0,True,1
749,3,Harris,0,17,0,0,True,1
749,4,Harris,0,13,0,0,True,1
749,5,Harris,0,22,0,0,True,1
749,6,Harris,0,6,0,0,True,1
750,0,Harris,0,11,0,0,True,1
750,1,Harris,0,30,0,0,True,1
750,2,Harris,0,8,0,0,True,1
750,3,Harris,0,12,0,0,True,1
750,4,Harris,0,3,0,0,True,1
750,5,Harris,0,7,0,0,True,1
750,6,Harris,0,2,0,0,True,1
750,7,Harris,0,15,0,0,True,1
750,8,Harris,0,2,0,0,True,1
751,0,Harris,0,48,0,0,True,1
751,1,Harris,0,25,0,0,True,1
751,2,Harris,0,9,0,0,True,1
751,3,Harris,0,2,0,0,True,1
751,4,Harris,0,17,0,0,True,1
751,5,Harris,2,23,2,0,True,1
751,6,Harris,0,4,0,0,True,1
751,7,Harris,0,30,0,0,True,1
752,0,Harris,0,1,0,0,True,1
752,1,Harris,0,1,0,0,True,1
752,2,Harris,2,10,2,0,True,1
752,3,Harris,2,7,2,0,True,1
752,4,Harris,1,14,1,0,True,1
752,5,Harris,1,10,1,0,True,1
752,6,Harris,0,1,0,0,True,1
752,7,Harris,3,8,3,0,True,1
753,0,Harris,1,46,1,0,True,1
753,1,Harris,1,52,1,0,True,1
753,2,Harris,0,14,0,0,True,1
753,3,Harris,0,36,0,0,True,1
753,4,Harris,0,17,0,0,True,1
753,5,Harris,0,25,0,0,True,1
753,6,Harris,0,7,0,0,True,1
754,0,Harris,1,15,1,0,True,1
754,1,Harris,1,40,1,0,True,1
754,2,Harris,1,18,1,0,True,1
754,3,Harris,3,50,3,0,True,1
754,4,Harris,2,17,2,0,True,1
754,5,Harris,0,4,0,0,True,1
754,6,Harris,1,33,1,0,True,1
754,7,Harris,1,20,1,0,True,1
754,8,Harris,0,12,0,0,True,1
755,0,Harris,1,57,1,0,True,1
755,1,Harris,2,33,2,0,True,1
755,2,Harris,2,50,2,0,True,1
755,3,Harris,2,29,2,0,True,1
755,4,Harris,2,28,2,0,True,1
755,5,Harris,0,6,0,0,True,1
756,0,Harris,0,13,0,0,True,1
756,1,Harris,0,30,0,0,True,1
756,2,Harris,0,20,0,0,True,1
756,3,Harris,0,18,0,0,True,1
756,4,Harris,0,22,0,0,True,1
756,5,Harris,0,5,0,0,True,1
756,6,Harris,1,13,1,0,True,1
756,7,Harris,1,31,1,0,True,1
757,0,Harris,2,18,2,0,True,1
757,1,Harris,0,8,0,0,True,1
757,2,Harris,1,27,1,0,True,1
757,3,Harris,0,5,0,0,True,1
757,4,Harris,2,15,2,0,True,1
757,5,Harris,0,40,0,0,True,1
757,6,Harris,0,19,0,0,True,1
757,7,Harris,1,24,1,0,True,1
758,0,Harris,0,5,0,0,True,1
758,1,Harris,0,4,0,0,True,1
758,2,Harris,0,3,0,0,True,1
758,3,Harris,0,3,0,0,True,1
758,4,Harris,0,6,0,0,True,1
758,5,Harris,0,3,0,0,True,1
758,6,Harris,0,9,0,0,True,1
758,7,Harris,0,23,0,0,True,1
758,8,Harris,0,8,0,0,True,1
759,0,Harris,1,18,1,0,True,1
759,1,Harris,0,10,0,0,True,1
759,2,Harris,0,9,0,0,True,1
759,3,Harris,0,18,0,0,True,1
759,4,Harris,0,7,0,0,True,1
759,5,Harris,0,6,0,0,True,1
759,6,Harris,0,3,0,0,True,1
759,7,Harris,0,6,0,0,True,1
760,0,Harris,0,43,0,0,True,1
760,1,Harris,0,9,0,0,True,1
760,2,Harris,0,13,0,0,True,1
760,3,Harris,0,3,0,0,True,1
760,4,Harris,0,3,0,0,True,1
760,5,Harris,2,29,2,0,True,1
760,6,Harris,0,18,0,0,True,1
760,7,Harris,0,5,0,0,True,1
761,0,Harris,0,51,0,0,True,1
761,1,Harris,1,58,1,0,True,1
761,2,Harris,0,53,0,0,True,1
761,3,Harris,0,1,0,0,True,1
761,4,Harris,0,48,0,0,True,1
761,5,Harris,0,23,0,0,True,1
761,6,Harris,1,24,1,0,True,1
761,7,Harris,0,8,0,0,True,1
762,0,Harris,1,10,1,0,True,1
762,1,Harris,0,0,0,0,True,1
762,2,Harris,1,9,1,0,True,1
762,3,Harris,0,26,0,0,True,1
762,4,Harris,0,9,0,0,True,1
762,5,Harris,0,44,0,0,True,1
762,6,Harris,2,40,2,0,True,1
762,7,Harris,0,21,0,0,True,1
763,0,Harris,1,42,1,0,True,1
763,1,Harris,0,13,0,0,True,1
763,2,Harris,1,22,1,0,True,1
763,3,Harris,0,11,0,0,True,1
763,4,Harris,0,5,0,0,True,1
763,5,Harris,2,23,2,0,True,1
763,6,Harris,0,0,0,0,True,1
764,0,Harris,1,22,1,0,True,1
764,1,Harris,0,5,0,0,True,1
764,2,Harris,1,20,1,0,True,1
764,3,Harris,2,44,2,0,True,1
764,4,Harris,0,4,0,0,True,1
764,5,Harris,1,18,1,0,True,1
764,6,Harris,2,11,2,0,True,1
765,0,Harris,0,17,0,0,True,1
765,1,Harris,1,55,1,0,True,1
765,2,Harris,0,26,0,0,True,1
765,3,Harris,0,9,0,0,True,1
765,4,Harris,1,40,1,0,True,1
765,5,Harris,2,48,2,0,True,1
765,6,Harris,0,19,0,0,True,1
765,7,Harris,0,12,0,0,True,1
765,8,Harris,0,17,0,0,True,1
766,0,Harris,0,6,0,0,True,1
766,1,Harris,0,0,0,0,True,1
766,2,Harris,0,21,0,0,True,1
766,3,Harris,1,4,1,0,True,1
766,4,Harris,0,27,0,0,True,1
766,5,Harris,2,50,2,0,True,1
767,0,Harris,0,7,0,0,True,1
767,1,Harris,0,19,0,0,True,1
767,2,Harris,0,13,0,0,True,1
767,3,Harris,1,21,1,0,True,1
767,4,Harris,2,17,2,0,True,1
767,5,Harris,0,10,0,0,True,1
767,6,Harris,0,13,0,0,True,1
767,7,Harris,0,17,0,0,True,1
767,8,Harris,0,13,0,0,True,1
768,0,Harris,0,6,0,0,True,1
768,1,Harris,0,9,0,0,True,1
768,2,Harris,0,9,0,0,True,1
768,3,Harris,0,4,0,0,True,1
768,4,Harris,2,4,2,0,True,1
768,5,Harris,0,8,0,0,True,1
769,0,Harris,1,33,1,0,True,1
769,1,Harris,0,10,0,0,True,1
769,2,Harris,0,11,0,0,True,1
769,3,Harris,2,24,2,0,True,1
769,4,Harris,2,11,2,0,True,1
769,5,Harris,1,35,1,0,True,1
769,6,Harris,0,26,0,0,True,1
769,7,Harris,0,6,0,0,True,1
769,8,Harris,1,57,1,0,True,1
770,0,Harris,0,7,0,0,True,1
770,1,Harris,0,18,0,0,True,1
770,2,Harris,1,21,1,0,True,1
770,3,Harris,0,2,0,0,True,1
770,4,Harris,0,9,0,0,True,1
770,5,Harris,0,24,0,0,True,1
770,6,Harris,0,6,0,0,True,1
770,7,Harris,0,12,0,0,True,1
771,0,Harris,0,7,0,0,True,1
771,1,Harris,0,25,0,0,True,1
771,2,Harris,0,5,0,0,True,1
771,3,Harris,0,17,0,0,True,1
771,4,Harris,2,41,2,0,True,1
771,5,Harris,0,22,0,0,True,1
771,6,Harris,3,14,3,0,True,1
771,7,Harris,0,3,0,0,True,1
771,8,Harris,0,6,0,0,True,1
772,0,Harris,0,52,0,0,True,1
772,1,Harris,0,9,0,0,True,1
772,2,Harris,0,48,0,0,True,1
772,3,Harris,2,33,2,0,True,1
772,4,Harris,0,42,0,0,True,1
772,5,Harris,0,23,0,0,True,1
772,6,Harris,0,15,0,0,True,1
772,7,Harris,2,53,2,0,True,1
772,8,Harris,0,11,0,0,True,1
772,9,Harris,0,9,0,0,True,1
773,0,Harris,0,20,0,0,True,1
773,1,Harris,0,22,0,0,True,1
773,2,Harris,0,27,0,0,True,1
773,3,Harris,0,17,0,0,True,1
773,4,Harris,0,8,0,0,True,1
773,5,Harris,0,23,0,0,True,1
773,6,Harris,0,8,0,0,True,1
773,7,Harris,3,41,3,0,True,1
773,8,Harris,0,5,0,0,True,1
774,0,Harris,0,1,0,0,True,1
774,1,Harris,0,13,0,0,True,1
774,2,Harris,0,15,0,0,True,1
774,3,Harris,0,17,0,0,True,1
774,4,Harris,0,19,0,0,True,1
774,5,Harris,0,16,0,0,True,1
774,6,Harris,0,12,0,0,True,1
774,7,Harris,0,2,0,0,True,1
774,8,Harris,0,3,0,0,True,1
775,0,Harris,0,42,0,0,True,1
775,1,Harris,0,12,0,0,True,1
775,2,Harris,1,21,1,0,True,1
775,3,Harris,0,15,0,0,True,1
775,4,Harris,0,23,0,0,True,1
775,5,Harris,0,8,0,0,True,1
775,6,Harris,0,2,0,0,True,1
775,7,Harris,0,3,0,0,True,1
775,8,Harris,0,24,0,0,True,1
776,0,Harris,0,23,0,0,True,1
776,1,Harris,1,16,1,0,True,1
776,2,Harris,0,13,0,0,True,1
776,3,Harris,0,21,0,0,True,1
776,4,Harris,0,15,0,0,True,1
776,5,Harris,0,18,0,0,True,1
776,6,Harris,0,16,0,0,True,1
776,7,Harris,0,37,0,0,True,1
777,0,Harris,1,23,1,0,True,1
777,1,Harris,0,10,0,0,True,1
777,2,Harris,0,33,0,0,True,1
777,3,Harris,0,7,0,0,True,1
777,4,Harris,1,20,1,0,True,1
777,5,Harris,0,6,0,0,True,1
777,6,Harris,0,25,0,0,True,1
777,7,Harris,0,5,0,0,True,1
778,0,Harris,1,9,1,0,True,1
778,1,Harris,0,12,0,0,True,1
778,2,Harris,0,2,0,0,True,1
778,3,Harris,2,29,2,0,True,1
778,4,Harris,0,20,0,0,True,1
778,5,Harris,0,2,0,0,True,1
779,0,Harris,1,46,1,0,True,1
779,1,Harris,1,11,1,0,True,1
779,2,Harris,2,44,2,0,True,1
779,3,Harris,2,51,2,0,True,1
779,4,Harris,2,48,2,0,True,1
779,5,Harris,2,33,2,0,True,1
779,6,Harris,2,24,2,0,True,1
779,7,Harris,4,49,4,0,True,1
780,0,Harris,0,4,0,0,True,1
780,1,Harris,0,5,0,0,True,1
780,2,Harris,0,2,0,0,True,1
780,3,Harris,0,32,0,0,True,1
780,4,Harris,0,30,0,0,True,1
780,5,Harris,0,20,0,0,True,1
780,6,Harris,0,13,0,0,True,1
780,7,Harris,5,45,5,0,True,1
780,8,Harris,0,23,0,0,True,1
781,0,Harris,0,5,0,0,True,1
781,1,Harris,0,9,0,0,True,1
781,2,Harris,0,30,0,0,True,1
781,3,Harris,0,12,0,0,True,1
781,4,Harris,0,24,0,0,True,1
781,5,Harris,0,15,0,0,True,1
781,6,Harris,1,23,1,0,True,1
781,7,Harris,0,3,0,0,True,1
782,0,Harris,2,24,2,0,True,1
782,1,Harris,1,27,1,0,True,1
782,2,Harris,1,14,1,0,True,1
782,3,Harris,1,42,1,0,True,1
782,4,Harris,1,1,1,0,True,1
782,5,Harris,1,28,1,0,True,1
782,6,Harris,0,10,0,0,True,1
782,7,Harris,1,16,1,0,True,1
783,0,Harris,0,1,0,0,True,1
783,1,Harris,0,21,0,0,True,1
783,2,Harris,0,20,0,0,True,1
783,3,Harris,2,26,2,0,True,1
783,4,Harris,1,27,1,0,True,1
783,5,Harris,0,20,0,0,True,1
783,6,Harris,1,16,1,0,True,1
783,7,Harris,0,5,0,0,True,1
784,0,Harris,0,5,0,0,True,1
784,1,Harris,3,38,3,0,True,1
784,2,Harris,0,25,0,0,True,1
784,3,Harris,2,36,2,0,True,1
784,4,Harris,0,13,0,0,True,1
784,5,Harris,2,16,2,0,True,1
784,6,Harris,0,5,0,0,True,1
785,0,Harris,0,6,0,0,True,1
785,1,Harris,0,13,0,0,True,1
785,2,Harris,0,4,0,0,True,1
785,3,Harris,0,6,0,0,True,1
785,4,Harris,0,8,0,0,True,1
785,5,Harris,1,9,1,0,True,1
785,6,Harris,1,5,1,0,True,1
785,7,Harris,2,12,2,0,True,1
786,0,Harris,0,3,0,0,True,1
786,1,Harris,0,19,0,0,True,1
786,2,Harris,0,11,0,0,True,1
786,3,Harris,0,41,0,0,True,1
786,4,Harris,2,45,2,0,True,1
786,5,Harris,0,17,0,0,True,1
786,6,Harris,0,24,0,0,True,1
786,7,Harris,0,48,0,0,True,1
787,0,Harris,1,53,1,0,True,1
787,1,Harris,1,10,1,0,True,1
787,2,Harris,2,51,2,0,True,1
787,3,Harris,0,1,0,0,True,1
787,4,Harris,0,4,0,0,True,1
787,5,Harris,0,13,0,0,True,1
787,6,Harris,0,16,0,0,True,1
788,0,Harris,0,12,0,0,True,1
788,1,Harris,2,37,2,0,True,1
788,2,Harris,0,15,0,0,True,1
788,3,Harris,0,4,0,0,True,1
788,4,Harris,0,18,0,0,True,1
788,5,Harris,1,9,1,0,True,1
788,6,Harris,0,20,0,0,True,1
788,7,Harris,0,13,0,0,True,1
788,8,Harris,0,16,0,0,True,1
789,0,Harris,2,2,2,0,True,1
789,1,Harris,2,22,2,0,True,1
789,2,Harris,0,56,0,0,True,1
789,3,Harris,1,50,1,0,True,1
789,4,Harris,3,57,3,0,True,1
789,5,Harris,2,31,2,0,True,1
789,6,Harris,2,15,2,0,True,1
790,0,Harris,2,9,2,0,True,1
790,1,Harris,0,10,0,0,True,1
790,2,Harris,1,24,1,0,True,1
790,3,Harris,1,56,1,0,True,1
790,4,Harris,2,20,2,0,True,1
790,5,Harris,2,13,2,0,True,1
790,6,Harris,0,15,0,0,True,1
790,7,Harris,0,19,0,0,True,1
790,8,Harris,1,30,1,0,True,1
791,0,Harris,0,48,0,0,True,1
791,1,Harris,0,50,0,0,True,1
791,2,Harris,0,37,0,0,True,1
791,3,Harris,0,36,0,0,True,1
791,4,Harris,0,23,0,0,True,1
791,5,Harris,0,16,0,0,True,1
791,6,Harris,1,40,1,0,True,1
792,0,Harris,0,14,0,0,True,1
792,1,Harris,0,0,0,0,True,1
792,2,Harris,0,13,0,0,True,1
792,3,Harris,0,10,0,0,True,1
792,4,Harris,0,22,0,0,True,1
792,5,Harris,0,35,0,0,True,1
793,0,Harris,1,53,1,0,True,1
793,1,Harris,2,17,2,0,True,1
793,2,Harris,4,50,4,0,True,1
793,3,Harris,2,43,2,0,True,1
793,4,Harris,2,49,2,0,True,1
793,5,Harris,4,42,4,0,True,1
793,6,Harris,4,52,4,0,True,1
793,7,Harris,2,43,2,0,True,1
794,0,Harris,0,0,0,0,True,1
794,1,Harris,0,38,0,0,True,1
794,2,Harris,0,10,0,0,True,1
794,3,Harris,0,14,0,0,True,1
794,4,Harris,3,44,3,0,True,1
794,5,Harris,0,21,0,0,True,1
794,6,Harris,0,5,0,0,True,1
794,7,Harris,0,5,0,0,True,1
794,8,Harris,0,5,0,0,True,1
795,0,Harris,2,15,2,0,True,1
795,1,Harris,1,9,1,0,True,1
795,2,Harris,0,39,0,0,True,1
795,3,Harris,0,27,0,0,True,1
795,4,Harris,0,2,0,0,True,1
795,5,Harris,1,3,1,0,True,1
795,6,Harris,2,31,2,0,True,1
796,0,Harris,0,3,0,0,True,1
796,1,Harris,0,14,0,0,True,1
796,2,Harris,0,35,0,0,True,1
796,3,Harris,0,5,0,0,True,1
796,4,Harris,0,22,0,0,True,1
796,5,Harris,0,39,0,0,True,1
796,6,Harris,0,3,0,0,True,1
796,7,Harris,0,7,0,0,True,1
796,8,Harris,0,14,0,0,True,1
797,0,Harris,1,21,1,0,True,1
797,1,Harris,0,3,0,0,True,1
797,2,Harris,2,12,2,0,True,1
797,3,Harris,0,19,0,0,True,1
797,4,Harris,2,7,2,0,True,1
797,5,Harris,3,49,3,0,True,1
797,6,Harris,0,9,0,0,True,1
797,7,Harris,0,8,0,0,True,1
797,8,Harris,0,13,0,0,True,1
798,0,Harris,1,9,1,0,True,1
798,1,Harris,1,43,1,0,True,1
798,2,Harris,1,9,1,0,True,1
798,3,Harris,1,9,1,0,True,1
798,4,Harris,0,7,0,0,True,1
798,5,Harris,0,14,0,0,True,1
798,6,Harris,1,14,1,0,True,1
798,7,Harris,2,11,2,0,True,1
799,0,Harris,2,41,2,0,True,1
799,1,Harris,0,22,0,0,True,1
799,2,Harris,1,9,1,0,True,1
799,3,Harris,0,21,0,0,True,1
